id,price
0,801.12
1,5920.4475
2,5808.575
3,1077.7725
4,3235.8025
5,528.4925
6,1464.2975
7,871.8125
8,8699.9925
9,701.335
10,615.6125
11,3897.0845833333333
12,5652.4225
13,10301.2775
14,672.545
15,7666.985
16,6501.8275
17,5355.125
18,8508.1975
19,2241.6325
20,466.4775
21,713.6375
22,3218.3
23,2467.825
24,1016.13
25,3157.6675
26,504.7475
27,1853.97
28,1005.4
29,555.38
30,5507.3675
31,6069.99
32,2369.305
33,8658.535
34,684.78
35,16983.875
36,731.91
37,10048.315
38,983.365
39,1016.2125
40,1663.685
41,4294.3875
42,12676.9075
43,2193.8575
44,7924.6425
45,1098.7975
46,5840.5925
47,2545.1325
48,1165.63
49,14499.7225
50,3125.9
51,13696.75291666667
52,1339.505
53,3111.4325
54,8674.016208333334
55,10209.36
56,1211.8175
57,688.3089583333334
58,2894.6325
59,8728.1025
60,6084.8425
61,16573.53925
62,605.1325
63,9854.34
64,5020.65
65,3267.8075
66,750.845
67,707.8325
68,9884.2175
69,2513.2825
70,6882.98
71,4479.34
72,1715.575
73,2828.6625
74,8914.6225
75,3824.0925
76,14332.1275
77,7500.3775
78,16045.5095
79,5595.98
80,4925.433333333333
81,16189.61
82,5320.7775
83,8465.8975
84,1012.4375
85,2185.155
86,2069.58
87,3119.855
88,9963.8375
89,8703.7375
90,662.865
91,2751.91
92,4127.8925
93,738.925
94,9748.67
95,5623.47125
96,5942.1775
97,1320.56
98,768.4
99,820.07
100,2654.06
101,17488.3625
102,4215.2325
103,1824.571666666667
104,830.9175
105,11206.725
106,1350.7975
107,1847.64
108,4659.9825
109,7681.9575
110,13718.985
111,880.9
112,976.585
113,2194.3675
114,3543.7035000000005
115,1021.545
116,574.7375
117,10063.2625
118,547.23
119,5126.8125
120,1737.745
121,748.225
122,2967.3925
123,738.7325
124,13176.025
125,3457.3025
126,5765.29875
127,6557.599000000001
128,2597.5025
129,4023.76
130,548.84
131,7123.065
132,3276.78
133,12370.248125
134,1471.6
135,10084.1575
136,3551.1175
137,3827.9225
138,717.665
139,4087.5275
140,6797.5625
141,8226.54
142,3483.675
143,929.949375
144,1120.3807142857142
145,7791.9425
146,1055.6025
147,525.215
148,3391.99
149,8433.675
150,5100.31
151,5138.3425
152,1293.28
153,5447.675
154,2191.6475
155,5111.23
156,6859.69
157,522.8225
158,9743.67
159,15786.8575
160,1938.0975
161,5229.5675
162,10313.02
163,1027.745
164,443.8525
165,6383.46
166,839.585
167,799.3175
168,1435.05
169,3489.7225
170,1323.76
171,11825.0625
172,955.1075
173,12391.2425
174,2325.844375
175,2697.77
176,6706.215999999999
177,779.9075
178,3425.425
179,2536.705
180,6994.9425
181,7097.1075
182,3203.175
183,1050.635
184,2406.315
185,1760.9625
186,14369.5225
187,1174.7875
188,1720.8875
189,993.4425
190,2839.005
191,6867.9575
192,799.6916666666667
193,3519.8655
194,2852.805
195,6002.875
196,1968.0325
197,986.275
198,4175.558833333333
199,2148.44
200,968.545
201,3753.4375
202,766.7875
203,1183.91
204,2931.74
205,7357.5175
206,17585.885
207,10457.7975
208,3355.53
209,736.1075
210,2405.925
211,8604.925
212,877.3075
213,6579.5025
214,853.13
215,1012.43
216,1800.96
217,5908.3116666666665
218,782.1525
219,4342.05
220,10705.9525
221,625.66
222,425.41
223,3519.3675
224,4627.0075
225,5492.4975
226,2327.827083333333
227,542.3875
228,6193.8925
229,12402.955
230,3865.4375
231,1584.755
232,2618.27
233,7336.1375
234,4125.1375
235,7894.3925
236,684.91
237,1112.585
238,601.0
239,13493.3075
240,4106.2
241,1060.8375
242,1173.955
243,10606.6575
244,633.82
245,1808.7325
246,6785.5335
247,8430.015
248,6019.73625
249,754.7275
250,3501.2425
251,5429.6525
252,14318.245
253,1095.625
254,2574.23
255,5696.8133333333335
256,6192.02
257,1805.115
258,1686.275
259,964.3736904761905
260,6554.8
261,4800.735
262,3229.74
263,771.54
264,3796.935
265,3446.4375
266,545.8775
267,5001.595
268,9211.596666666668
269,2750.8125
270,5619.38
271,4575.145
272,1067.61
273,860.685
274,5088.91
275,686.315
276,4240.115
277,5691.999250000001
278,16707.54
279,5456.675
280,3880.54
281,6764.4425
282,995.995
283,2660.8625
284,5727.0075
285,4737.698125
286,6426.145
287,4986.625
288,907.0
289,2828.81
290,1412.725
291,873.94
292,499.12
293,1233.2308333333335
294,4504.524642857143
295,2306.76
296,1651.8575
297,4617.83
298,5589.305
299,1911.6875
300,5114.955
301,5310.5075
302,2151.725
303,12171.625
304,969.995
305,2559.59
306,978.8075
307,822.0075
308,6237.5175
309,2147.8925
310,783.945
311,857.5875
312,621.835
313,12870.24
314,458.845
315,5141.89
316,921.38
317,12194.582083333333
318,2463.695208333333
319,896.6475
320,662.0625
321,9425.8525
322,1109.225
323,7102.1775
324,655.8875
325,4911.0
326,624.5475
327,4505.485
328,973.055
329,5930.1875
330,730.7725
331,681.695
332,13734.456666666667
333,4838.1825
334,723.135
335,5081.685
336,6281.949166666667
337,3717.0375
338,2222.215
339,3879.7575
340,15886.675
341,623.7975
342,1552.935
343,5755.375
344,3125.3825
345,7405.095
346,11602.8425
347,864.765
348,3616.455
349,3984.05
350,6899.5275
351,1470.02
352,1034.4425
353,3617.5475
354,15602.6875
355,1726.86
356,6339.627666666667
357,816.18
358,1473.85
359,3970.8325
360,2758.9375
361,4236.39
362,5047.715
363,6724.1575
364,4655.9025
365,4118.63
366,4106.705
367,15002.7475
368,664.255
369,6867.63
370,11550.285499999998
371,2174.545
372,1639.42
373,16612.5425
374,1740.9125
375,4649.0425
376,2518.01
377,3406.255
378,1335.1530833333336
379,9150.645
380,1598.8675
381,5148.62
382,2530.2071666666666
