id,price
0,792.925
1,6048.175
2,5807.1725
3,1169.9475
4,3263.98
5,526.0175
6,1430.815
7,879.695
8,8538.425
9,760.8125
10,625.44
11,3639.47875
12,5660.9075
13,10308.75
14,675.1325
15,7647.7225
16,6349.65
17,5386.9825
18,8446.6125
19,2291.8225
20,473.7525
21,708.8525
22,3259.0525
23,2496.9025
24,1020.5675
25,3085.08
26,489.825
27,1845.335
28,1017.8075
29,556.585
30,5373.552083333332
31,5995.615
32,2400.495
33,8554.66
34,692.8425
35,17429.67
36,760.2
37,9887.4225
38,955.125
39,1012.765
40,1648.79
41,4289.43875
42,12758.4375
43,2139.9575
44,8070.0475
45,1128.165
46,6081.625
47,2484.32
48,1138.68
49,14508.845
50,3143.8975
51,13867.3325
52,1331.7475
53,3245.7025
54,8708.115
55,10089.25
56,1214.3525
57,660.91125
58,2880.0225
59,8650.47
60,5908.270208333333
61,16546.728535714283
62,598.0116666666667
63,9513.1425
64,5004.3025
65,3283.3925
66,756.55
67,729.5825
68,9873.58
69,2545.2425
70,7020.5325
71,4580.0625
72,1719.165
73,2804.0
74,9015.105
75,3845.20625
76,14461.72875
77,7523.92
78,15932.5275
79,5557.735
80,4949.81
81,16177.8025
82,5285.4875
83,8099.875
84,1034.035
85,2149.4875
86,2102.2
87,3080.9575
88,9916.455
89,8626.03
90,638.7625
91,2867.04
92,4126.6525
93,733.3375
94,10144.815
95,5611.51
96,5843.7775
97,1308.78
98,777.445
99,827.7146666666666
100,2669.355
101,17306.155
102,4262.7175
103,1820.928333333333
104,827.61125
105,11120.22
106,1345.715
107,1848.97
108,4528.77
109,7664.7025
110,13330.352357142856
111,817.0925
112,990.005
113,2175.075
114,3576.463333333333
115,1043.0275
116,602.4575
117,10033.9325
118,549.0175
119,5276.4275
120,1677.5225
121,753.5775
122,2882.26
123,749.9575
124,12691.6575
125,3474.215
126,5820.18
127,6495.217666666665
128,2593.4825
129,4030.345
130,546.2575
131,7180.0675
132,3273.95
133,12158.6171875
134,1520.365
135,9748.5175
136,3716.725
137,3892.6675
138,725.6725
139,4114.9725
140,6780.4575
141,8084.0475
142,3452.245
143,918.3710833333333
144,1105.7939999999999
145,7739.0225
146,1066.6025
147,515.765
148,3353.4725
149,8252.985
150,5077.37
151,5161.3825
152,1308.03
153,5361.8
154,2209.545
155,5040.18
156,6879.5125
157,493.365
158,9438.64
159,16536.0475
160,1846.8575
161,5125.9075
162,10556.0375
163,1005.9875
164,440.0075
165,6382.6075
166,790.4375
167,880.1975
168,1536.8075
169,3486.6875
170,1335.585
171,11908.5775
172,968.125
173,12639.545
174,2221.94
175,2694.4825
176,6547.125
177,779.335
178,3520.8275
179,2485.15
180,6909.9375
181,7141.1975
182,3213.02
183,1056.885
184,2381.5515
185,1764.375
186,14616.685
187,1199.6775
188,1749.6875
189,986.375
190,2853.5325
191,6849.185
192,810.2
193,3577.3575
194,2821.895
195,7256.58
196,1966.0275
197,970.3075
198,4267.449166666667
199,2076.165
200,980.355
201,3902.3125
202,758.7825
203,1201.4025
204,2840.58
205,7417.0775
206,17306.35
207,10382.44
208,3319.4525
209,730.7475
210,2411.73
211,8608.7925
212,886.4325
213,6649.4225
214,854.915
215,1013.555
216,1792.7375
217,5764.5725
218,830.6325
219,4397.935
220,10840.7725
221,635.0125
222,422.59
223,3549.42
224,4706.2025
225,5500.805
226,2328.18125
227,540.375
228,6114.7825
229,12418.7075
230,3852.58
231,1604.455
232,2611.1225
233,7312.9025
234,4070.4
235,7921.33
236,718.7175
237,1155.4575
238,646.735
239,13406.6475
240,3967.085
241,1066.0
242,1199.075
243,10776.51
244,619.1525
245,1807.38
246,6724.9275
247,8760.3725
248,6073.494583333335
249,761.85
250,3423.2775
251,5279.625
252,14174.27
253,1088.0125
254,2605.075
255,5689.19
256,6119.9075
257,1835.364166666667
258,1662.185
259,939.5346428571429
260,6524.8025
261,5072.65
262,3145.4
263,774.6375
264,3778.735
265,3446.9525
266,558.81
267,4971.1775
268,8981.6475
269,2780.16
270,5588.755
271,4486.8175
272,1062.0825
273,884.915
274,4863.045
275,672.1775
276,4353.04
277,5595.910208333334
278,16931.365
279,5468.89
280,3939.9725
281,6790.405
282,1005.4125
283,2682.045
284,5676.57
285,4736.1025
286,6417.3575
287,4992.39
288,903.2435
289,2777.155
290,1408.0125
291,867.9975
292,506.075
293,1235.5120833333335
294,4542.9325
295,2173.495
296,1570.08
297,4567.9025
298,5893.9375
299,1883.0175
300,5464.105
301,5344.145
302,2094.3925
303,12185.8325
304,958.0125
305,2522.0275
306,986.23
307,834.8975
308,6304.445
309,2106.245
310,792.2225
311,867.705
312,620.68
313,12978.7225
314,463.6
315,5198.8725
316,935.49
317,11897.47
318,2464.472125
319,896.9375
320,636.0375
321,9850.295
322,1105.1575
323,7033.92
324,685.9775
325,5011.7525
326,625.13
327,4645.765
328,982.38
329,5657.435
330,734.87
331,658.5325
332,13730.7225
333,4707.1625
334,718.0125
335,5063.5325
336,6218.937125
337,3776.6325
338,2172.845
339,3812.675
340,15808.47
341,624.0775
342,1584.6175
343,5673.3925
344,3088.9675
345,7345.56
346,11863.435
347,895.3875
348,3595.1675
349,3961.4775
350,7014.0625
351,1448.625
352,1031.9425
353,3573.1575
354,15491.785
355,1716.5275
356,6310.98
357,813.755
358,1432.535
359,3985.425
360,2829.7925
361,4143.705
362,5132.5125
363,6806.1975
364,4571.13
365,3988.39
366,4097.1525
367,15008.1
368,660.2475
369,6964.7575
370,11874.3725
371,2229.3125
372,1652.7775
373,15068.84625
374,1742.055
375,4667.74
376,2499.4725
377,3454.4975
378,1313.055
379,9218.4425
380,1589.645
381,5211.675
382,2625.355
383,2858.0025
384,4051.595
385,1767.88
386,11789.2375
387,1898.0425
388,2470.375
389,16453.2675
