id,price
0,706.115
1,6086.985
2,5765.1525
3,1101.9825
4,3291.16
5,553.8075
6,1421.24625
7,897.2375
8,8838.7775
9,712.0875
10,608.315
11,3749.9475
12,5676.130357142857
13,10281.315
14,682.095
15,7610.4475
16,6433.15875
17,5366.655
18,8427.0525
19,2221.9825
20,503.655
21,704.4325
22,3397.83
23,2459.9325
24,1003.0675
25,3116.455
26,508.01625
27,1822.9675
28,1032.7625
29,529.5975
30,5317.12
31,6063.405
32,2347.445
33,8406.63
34,684.395
35,16983.5075
36,767.125
37,9907.9075
38,917.0725
39,985.7875
40,1544.34
41,4331.0
42,12847.0825
43,2138.2075
44,7966.48
45,1104.8633333333332
46,5858.905
47,2595.9475
48,1145.835
49,15338.11875
50,3041.285
51,13285.47
52,1353.415
53,3182.685
54,8492.7075
55,10210.4575
56,1255.7425
57,744.3425
58,2897.9814285714283
59,8522.75
60,5810.94125
61,17148.6075
62,613.2925
63,10070.135
64,4984.14125
65,3308.6775
66,756.7275
67,707.885
68,9631.0425
69,2457.60625
70,6943.295
71,4457.91
72,1759.12
73,2795.225
74,8924.8125
75,3876.05625
76,12603.2175
77,7528.7375
78,15742.945
79,5695.925
80,4902.6925
81,16156.0675
82,5337.5425
83,8550.6725
84,1026.29
85,2268.485
86,2074.6875
87,3030.395
88,9869.855
89,8537.7775
90,641.07625
91,2980.29
92,4062.65
93,742.82
94,9850.1775
95,5601.155
96,5830.5
97,1279.96
98,780.4375
99,845.9575
100,2717.0075
101,17185.475
102,4216.6925
103,1836.145
104,810.565
105,10770.1725
106,1336.9775
107,1866.2075
108,4685.285
109,7978.6975
110,14079.4975
111,888.895
112,935.1325
113,2163.945
114,3615.42625
115,1038.1725
116,604.7425
117,9897.2025
118,484.7025
119,5424.7225
120,1680.3025
121,794.4925
122,2935.1575
123,714.5
124,13824.3025
125,3391.14
126,6004.645
127,6658.4575
128,2631.72
129,4111.4325
130,547.1875
131,7060.61
132,3526.3671875
133,11873.4925
134,1474.6433333333332
135,9890.64
136,3604.7025
137,4037.1725
138,713.365
139,4080.765
140,6713.9025
141,8589.7325
142,3423.7225
143,859.6325
144,1095.77
145,7857.455
146,1062.7425
147,522.295
148,3308.0
149,8344.29
150,5247.0375
151,5078.222247023809
152,1336.7
153,5481.2125
154,2172.13375
155,4862.195
156,6627.5525
157,492.28
158,9804.0275
159,16367.035
160,1865.0525
161,5355.2375
162,10575.875
163,993.6525
164,481.585
165,6544.865
166,810.2025
167,882.6075
168,1435.295
169,3546.8875
170,1291.48
171,12074.4775
172,967.7475
173,13314.37
174,2216.435
175,2633.8675
176,6615.32
177,775.9175
178,3483.76
179,2539.2975
180,6927.7
181,7110.3175
182,3239.2475
183,1066.8875
184,2363.0475
185,1769.015
186,15366.54
187,1197.195
188,1705.7825
189,975.4225
190,2866.03
191,6529.8925
192,822.1075
193,3867.105
194,2815.7175
195,6030.7025
196,1979.1
197,937.7925
198,4308.8375
199,2180.2875
200,974.9925
201,3756.3375
202,778.2525
203,1182.3475
204,2971.5475
205,7372.6925
206,17904.8575
207,10178.5875
208,3279.3925
209,741.2775
210,2427.1025
211,9335.575
